1.1911,長短・高低・深浅・厚薄・遠近,176
1.1912,広狭・大小,71
1.1913,速度,92
1.1914,軽重,20
1.1915,寒暖,36
1.1916,角度など,52
1.1920,程度・限度,123
1.1930,和・差・比・率など,153
1.1931,過不足,126
1.1940,一般・全体・部分,196
1.1950,単位,23
1.1951,群・組・対,103
1.1960,数記号（一二三）,275
1.1961,順位記号（甲乙丙）,120
1.1962,助数接辞,467
1.2000,人間,108
1.2010,われ・なれ・かれ,149
1.2020,自他,52
1.2030,神仏・精霊,237
1.2040,男女,129
1.2050,老少,162
1.2100,家族,81
1.2110,夫婦,149
1.2120,親・先祖,133
1.2130,子・子孫,149
1.2140,兄弟,62
1.2150,親戚,45
1.2200,相手・仲間,98
1.2210,友・なじみ,101
1.2220,主客,55
1.2300,人種・民族,120
1.2301,国民・住民,78
1.2320,君主,79
1.2330,社会階層,126
1.2340,人物,1025
1.2390,固有人名,400
1.2400,成員・職,94
1.2410,専門的・技術的職業,479
1.2411,管理的・書記的職業,184
1.2412,実業・商業,65
1.2413,農林水産業,39
1.2415,運輸業,41
1.2416,職人,62
1.2417,保安サービス,46
1.2418,サービス,133
1.2419,学徒,44
1.2420,軍人,154
1.2430,長,135
1.2440,相対的地位,184
1.2450,その他の仕手,417
1.2500,公私,19
1.2510,家,69
1.2520,郷里,36
1.2530,国,125
1.2540,都会・田舎,207
1.2550,政治的区画,60
1.2590,固有地名,307
1.2600,社会・世界,218
1.2620,現場,96
1.2630,社寺・学校,247
1.2640,事務所・市場・駅など,187
1.2650,店・旅館・病院・劇場など,341
1.2660,教室・兵営など,50
1.2700,機関,50
1.2710,政府機関,129
1.2720,公共機関,66
1.2730,議会,61
1.2740,軍,93
1.2750,国際機構,25
1.2760,同盟・団体,273
1.3000,心,198
1.3001,感覚,127
1.3002,感動・興奮,60
1.3003,飢渇・酔い・疲労・睡眠など,135
1.3010,感情・気分,80
1.3011,快・喜び,62
1.3012,恐れ・怒り・悔しさ,75
1.3013,安心・焦燥・満足,113
1.3014,苦悩・悲哀,115
1.3020,好悪・愛憎,309
1.3021,敬意・感謝・信頼など,111
1.3030,表情・態度,215
1.3031,声,104
1.3040,信念・努力・忍耐,138
1.3041,自信・誇り・恥・反省,148
1.3042,欲望・期待・失望,180
1.3045,意志,155
1.3046,道徳,172
1.3047,信仰・宗教,141
1.3050,学習・習慣・記憶,227
1.3060,知・知識,61
1.3061,思考・意見・疑い,227
1.3062,注意・認知・了解,161
1.3063,比較・参考・区別・選択,141
1.3064,測定・計算,166
1.3065,研究・試験・調査・検査など,181
1.3066,判断・推測・評価,194
1.3067,決心・解決・決定・迷い,111
1.3070,意味・問題・趣旨など,202
1.3071,論理・証明・偽り・誤り・訂正など,217
1.3074,学問・学科,419
1.3075,説・論・主義,238
1.3080,原理・規則,157
1.3081,方法,131
1.3082,制度・慣例,111
1.3084,計画・案,185
1.3090,見聞き,5
1.3091,見る,194
1.3092,見せる,46
1.3093,聞き・味見,53
1.3100,言語活動,247
1.3101,言語,102
1.3102,名,187
1.3103,表現,125
1.3104,叙述,32
1.3105,翻訳,46
1.3110,語,180
1.3111,文法,163
1.3112,音韻,116
1.3113,文字,300
1.3114,符号,170
1.3115,表・図・譜・式,144
1.3121,合図・挨拶,87
1.3122,通信,174
1.3123,伝達・報知,172
1.3131,話・談話,164
1.3132,問答,106
1.3133,会議・論議,101
1.3134,言論,36
1.3135,批評・弁解,96
1.3136,説明,74
1.3140,宣告・宣言・発表,64
1.3141,報告・申告,60
1.3142,評判,83
1.3150,読み,72
1.3151,書き,253
1.3154,文章,233
1.3155,文書,188
1.3160,文献・図書,397
1.3161,目録・暦,61
1.3200,創作・著述,118
1.3210,文芸,242
1.3220,芸術・美術,206
1.3230,音楽,361
1.3240,演劇・映画,169
1.3300,文化・歴史・風俗,250
1.3310,人生・禍福,246
1.3311,処世・出処進退,151
1.3320,労働・作業・休暇,244
1.3321,学事・兵事,68
1.3330,生活・起臥,106
1.3331,食生活,157
1.3332,衣生活,102
1.3333,住生活,113
1.3334,保健・衛生,127
1.3350,冠婚,61
1.3360,行事・式典・宗教的行事,338
1.3370,遊楽,247
1.3371,旅・行楽,140
1.3374,スポーツ,612
1.3380,いたずら・騒ぎ,34
1.3390,身振り,78
1.3391,立ち居,109
1.3392,手足の動作,152
1.3393,口・鼻・目の動作,57
1.3400,義務,77
1.3401,権利,97
1.3410,身上,134
1.3420,人柄,118
1.3421,才能,259
1.3422,威厳・行儀・品行,140
1.3430,行為・活動,177
1.3440,犯罪・罪,132
1.3460,用事,31
1.3470,成功・失敗,71
1.3480,成績,53
1.3500,交わり,128
1.3510,集会,151
1.3511,出欠,45
1.3520,応接・送迎,186
1.3522,仲介,34
1.3530,約束,77
1.3531,交渉,55
1.3532,賛否,106
1.3540,協力・参加,71
1.3541,奉仕,36
1.3542,競争,63
1.3543,争い,83
1.3550,平和・治乱,52
1.3551,戦争,106
1.3560,攻防,119
1.3570,勝敗,112
1.3580,軍事,75
1.3600,支配・政治,170
1.3601,国務,32
1.3610,公式・公平,45
1.3611,裁判,86
1.3612,刑,86
1.3613,捕縛・釈放,45
1.3620,運営,63
1.3630,人事,195
1.3640,教育・養成,173
1.3650,救護・救援,142
1.3660,請求・依頼,78
1.3670,命令・制約・服従,224
1.3680,待遇,75
1.3681,礼,52
1.3682,賞罰,110
1.3683,脅迫・中傷・愚弄など,75
1.3700,取得,71
1.3701,所有,106
1.3710,経済・収支,236
1.3711,需給,58
1.3720,税,78
1.3721,資本・金銭,174
1.3730,価格・費用,208
1.3740,給与・料金・利子,223
1.3750,損得,104
1.3760,取引,65
1.3761,売買,137
1.3770,授受,230
1.3780,貸借,113
1.3790,貧富,94
1.3800,事業・業務,98
1.3801,生産・産業,107
1.3810,農業・林業,146
1.3811,牧畜・漁業・鉱業,89
1.3820,製造工業,99
1.3821,印刷・製本,79
1.3822,建設・土木,86
1.3823,建築,62
1.3830,運輸,99
1.3831,医療,178
1.3832,出版・放送,127
1.3833,興行,92
1.3840,裁縫,106
1.3841,染色・洗濯など,61
1.3842,炊事・調理,145
1.3843,掃除など,36
1.3850,技術・設備・修理,138
1.3851,練り・塗り・撃ち・録音・撮影,125
1.3852,扱い・操作・使用,77
1.3860,製造・加工・包装,87
1.4000,物品,124
1.4010,持ち物・売り物・土産など,103
1.4020,産物,40
1.4030,荷・包み,22
1.4040,貨幣・切符・証券,106
1.4100,資材・ごみ,77
1.4110,紙,109
1.4120,木・石・金,181
1.4130,燃料・肥料,81
1.4140,ゴム・のり・油など,46
1.4150,輪・車・棒・管など,118
1.4151,ピン・ボタン・くいなど,58
1.4152,柄・つえ・へらなど,34
1.4153,ばね・栓など,39
1.4154,型,16
1.4160,コード・縄・綱など,96
1.4161,網,37
1.4170,飾り,42
1.4200,衣料・綿・革・糸,118
1.4201,布・布地・織物,215
1.4210,衣服,199
1.4220,上着・コート,127
1.4230,下着・寝巻き,61
1.4240,そで・襟・身ごろ・ポケットなど,79
1.4250,帽子・マスクなど,74
1.4251,ネクタイ・帯・手袋・靴下など,65
1.4252,武具・防具・刑具,24
1.4260,履き物,59
1.4261,雨具・日よけなど,20
1.4270,寝具,44
1.4280,装身具,72
1.4300,食料,129
1.4310,料理,439
1.4320,米・ぬか・小麦粉など,77
1.4321,乾物・漬け物など,55
1.4322,梅干し・豆腐・寒天・とろろなど,47
1.4323,魚・肉,134
1.4330,調味料・こうじなど,177
1.4340,菓子,192
1.4350,飲料・たばこ,195
1.4360,薬剤・薬品,355
1.4370,化粧品,92
1.4400,住居,160
1.4410,家屋・建物,248
1.4420,門・塀,67
1.4430,部屋・床・廊下・階段など,238
1.4440,屋根・柱・壁・窓・天井など,121
1.4450,棚・台・壇など,89
1.4460,戸・カーテン・敷物・畳など,106
1.4470,家具,143
1.4500,道具,71
1.4510,器・ふた,58
1.4511,瓶・筒・つぼ・膳など,101
1.4512,おけ・たる・缶,39
1.4513,箱など,77
1.4514,袋・かばんなど,83
1.4515,かご・俵など,22
1.4520,食器・調理器具,142
1.4530,文具,137
1.4540,農工具など,102
1.4541,日用品,208
1.4550,刃物,158
1.4551,武器,138
1.4560,楽器・レコードなど,205
1.4570,遊具・置物・像など,278
1.4580,標章・標識・旗など,167
1.4590,札・帳など,123
1.4600,灯火,81
1.4610,鏡・レンズ・カメラ,103
1.4620,電気器具・部品,177
1.4630,機械・装置,164
1.4640,計器,113
1.4650,乗り物（陸上）,283
1.4660,乗り物（海上）,143
1.4670,乗り物（空中・宇宙）,61
1.4700,地類（土地利用）,212
1.4710,道路・橋,242
1.4720,その他の土木施設,145
1.5000,自然,27
1.5001,エネルギー,78
1.5010,光,195
1.5020,色,287
1.5030,音,186
1.5040,におい,34
1.5050,味,52
1.5060,材質,69
1.5100,物体・物質,96
1.5110,元素,241
1.5111,鉱物,208
1.5112,さび・ちり・煙・灰など,86
1.5120,空気,27
1.5130,水・乾湿,212
1.5140,天災,88
1.5150,気象,101
1.5151,風,108
1.5152,雲,76
1.5153,雨・雪,125
1.5154,天気,107
1.5155,波・潮,70
1.5160,物質の変化,85
1.5161,火,112
1.5170,熱,46
1.5200,宇宙・空,50
1.5210,天体,160
1.5220,天象,34
1.5230,地,85
1.5240,山野,252
1.5250,川・湖,118
1.5260,海・島,131
1.5270,地相,107
1.5280,地帯,35
1.5290,景,65
1.5300,生物,164
1.5400,植物,157
1.5401,木本,328
1.5402,草本,462
1.5403,隠花植物,69
1.5410,枝・葉・花・実,256
1.5500,動物,34
1.5501,哺乳類,330
1.5502,鳥類,249
1.5503,爬虫類・両生類,55
1.5504,魚類,206
1.5505,昆虫,163
1.5506,その他の動物,183
1.5600,身体,179
1.5601,頭・目鼻・顔,270
1.5602,胸・背・腹,115
1.5603,手足・指,145
1.5604,膜・筋・神経・内臓,191
1.5605,皮・毛髪・羽毛,226
1.5606,骨・歯・爪・角・甲,115
1.5607,体液・分泌物,175
1.5608,卵,23
1.5700,生命,32
1.5701,生,181
1.5702,死,196
1.5710,生理,217
1.5720,障害・けが,130
1.5721,病気・体調,591
2.1010,こそあど・他,15
2.1030,真偽・是非,9
2.1110,関係,38
2.1111,本末,5
2.1112,因果,65
2.1120,相対,41
2.1130,異同・類似,77
2.1131,連絡・所属,82
2.1200,存在,122
2.1210,出没,146
2.1211,発生・復活,112
2.1220,成立,109
2.1240,保存,69
2.1250,消滅,143
2.1251,除去,148
2.1302,趣・調子,18
2.1310,風・観・姿,10
2.1320,内容・構成,13
2.1331,特徴,7
2.1332,良不良・適不適,14
2.1340,調和・混乱,101
2.1341,弛緩・粗密・繁簡,37
2.1342,調節,72
2.1344,支障・損じ・荒廃,48
2.1346,難易・安危,25
2.1400,力,28
2.1500,作用・変化,238
2.1501,変換・交換,85
2.1502,開始,83
2.1503,終了・中止・停止,213
2.1504,連続・反復,75
2.1510,動き,59
2.1511,動揺・回転,83
2.1513,固定・傾き・転倒など,161
2.1520,進行・過程・経由,124
2.1521,移動・発着,208
2.1522,走り・飛び・流れなど,177
2.1523,巡回など,61
2.1524,通過・普及など,131
2.1525,連れ・導き・追い・逃げなど,187
2.1526,進退,146
2.1527,往復,203
2.1530,出入り,7
2.1531,出・出し,207
2.1532,入り・入れ,255
2.1533,漏れ・吸入など,66
2.1535,包み・覆いなど,60
2.1540,上がり・下がり,194
2.1541,乗り降り・浮き沈み,132
2.1550,合体・出会い・集合など,151
2.1551,統一・組み合わせ,98
2.1552,分割・分裂・分散,111
2.1553,開閉・封,67
2.1560,接近・接触・隔離,240
2.1561,当たり・打ちなど,88
2.1562,突き・押し・引き・すれなど,131
2.1563,防止・妨害・回避,88
2.1570,成形・変形,302
2.1571,切断,117
2.1572,破壊,124
2.1573,配列・排列,44
2.1580,増減・補充,276
2.1581,伸縮,108
2.1583,進歩・衰退,116
2.1584,限定・優劣,86
2.1600,時間,46
2.1611,時機,22
2.1622,年配,13
2.1630,年,15
2.1635,朝晩,18
2.1650,順序,43
2.1651,終始,15
2.1660,新旧・遅速,80
2.1700,空間・場所,20
2.1721,境・間,7
2.1730,方向・方角,48
2.1931,過不足,72
2.3000,心,96
2.3001,感覚,57
2.3002,感動・興奮,143
2.3003,飢渇・酔い・疲労・睡眠など,125
2.3011,快・喜び,61
2.3012,恐れ・怒り・悔しさ,116
2.3013,安心・焦燥・満足,156
2.3014,苦悩・悲哀,94
2.3020,好悪・愛憎,177
2.3021,敬意・感謝・信頼など,87
2.3030,表情・態度,237
2.3031,声,50
2.3040,信念・努力・忍耐,187
2.3041,自信・誇り・恥・反省,134
2.3042,欲望・期待・失望,146
2.3047,信仰・宗教,42
2.3050,学習・習慣・記憶,209
2.3061,思考・意見・疑い,161
2.3062,注意・認知・了解,169
2.3063,比較・参考・区別・選択,141
2.3064,測定・計算,124
2.3065,研究・試験・調査・検査など,150
2.3066,判断・推測・評価,194
2.3067,決心・解決・決定・迷い,136
2.3070,意味・問題・趣旨など,36
2.3071,論理・証明・偽り・誤り・訂正など,149
2.3084,計画・案,64
2.3090,見聞き,4
2.3091,見る,240
2.3092,見せる,60
2.3093,聞く・味わう,92
2.3100,言語活動,274
2.3102,名,32
2.3103,表現,57
2.3104,叙述,25
2.3105,翻訳,30
2.3111,文法,11
2.3112,音韻,14
2.3113,文字,12
2.3114,符号,7
2.3121,合図・挨拶,38
2.3122,通信,34
2.3123,伝達・報知,125
2.3131,話・談話,73
2.3132,問答,93
2.3133,会議・論議,83
2.3134,言論,28
2.3135,批評・弁解,84
2.3136,説明,47
2.3140,宣告・宣言・発表,49
2.3141,報告・申告,63
2.3142,評判,52
2.3150,読み,85
2.3151,書き,191
2.3200,創作・著述,84
2.3220,芸術・美術,30
2.3230,音楽,43
2.3240,演劇・映画,11
2.3300,文化・歴史・風俗,31
2.3310,人生・禍福,27
2.3311,処世・出処進退,201
2.3320,労働・作業・休暇,112
2.3321,学事・兵事,48
2.3330,生活・起臥,106
2.3331,食生活,125
2.3332,衣生活,109
2.3333,住生活,117
2.3334,保健・衛生,79
2.3350,冠婚,49
2.3360,行事・式典・宗教的行事,103
2.3370,遊楽,38
2.3371,旅・行楽,43
2.3374,スポーツ,96
2.3380,いたずら・騒ぎ,34
2.3390,身振り,55
2.3391,立ち居,186
2.3392,手足の動作,317
2.3393,口・鼻・目の動作,157
2.3400,義務,46
2.3410,身上,21
2.3421,才能,37
2.3422,威厳・行儀・品行,34
2.3430,行為・活動,159
2.3440,犯罪・罪,60
2.3470,成功・失敗,95
2.3500,交わり,127
2.3510,集会,22
2.3511,出欠,36
2.3520,応接・送迎,202
2.3522,仲介,35
2.3530,約束,72
2.3531,交渉,67
2.3532,賛否,104
2.3540,協力・参加,58
2.3541,奉仕,32
2.3542,競争,39
2.3543,争い,67
2.3550,平和・治乱,20
2.3551,戦争,40
2.3560,攻防,99
2.3570,勝敗,111
2.3580,軍事,65
2.3600,支配・政治,49
2.3611,裁判,43
2.3612,刑,28
2.3613,捕縛・釈放,51
2.3620,運営,41
2.3630,人事,192
2.3640,教育・養成,107
2.3650,救護・救援,119
2.3660,請求・依頼,100
2.3670,命令・制約・服従,216
2.3680,待遇,116
2.3681,礼,43
2.3682,賞罰,114
2.3683,脅迫・中傷・愚弄など,155
2.3700,取得,121
2.3701,所有,85
2.3710,経済・収支,100
2.3711,需給,26
2.3720,税,30
2.3730,価格・費用・給与など,71
2.3750,損得,49
2.3760,取引,33
2.3761,売買,105
2.3770,授受,209
2.3780,貸借,90
2.3790,貧富,55
2.3800,事業・業務,28
2.3801,生産・産業,20
2.3810,農業・林業,70
2.3811,牧畜・漁業・鉱業,49
2.3820,製造工業,58
2.3821,印刷・製本,23
2.3822,建設・土木,58
2.3823,建築,37
2.3830,運輸,72
2.3831,医療,103
2.3832,出版・放送,73
2.3833,興行,43
2.3840,裁縫,47
2.3841,染色・洗濯など,50
2.3842,炊事・調理,117
2.3843,掃除など,33
2.3850,技術・設備・修理,111
2.3851,練り・塗り・撃ち・録音・撮影,154
2.3852,扱い・操作・使用,78
2.3860,製造・加工・包装,60
2.5001,エネルギー,12
2.5010,光,80
2.5020,色,51
2.5030,音,52
2.5040,におい,14
2.5050,味,12
2.5060,材質,76
2.5130,水・乾湿,58
2.5140,天災,12
2.5150,気象,11
2.5151,風,11
2.5152,雲,14
2.5153,雨・雪,19
2.5154,天気,18
2.5155,波・潮,6
2.5160,物質の変化,84
2.5161,火,91
2.5170,熱,49
2.5220,天象,11
2.5600,身体,25
2.5701,生,212
2.5702,死,234
2.5710,生理,184
2.5720,障害・けが,28
2.5721,病気・体調,161
3.1010,こそあど・他,69
3.1030,真偽・是非,75
3.1040,本体・代理,33
3.1101,等級・系列,20
3.1110,関係,37
3.1112,因果,25
3.1113,理由・目的・証拠,27
3.1120,相対,40
3.1130,異同・類似,99
3.1200,存在,55
3.1210,出没,55
3.1230,必然性,29
3.1302,趣・調子,74
3.1331,特徴,166
3.1332,良不良・適不適,168
3.1340,調和・混乱,95
3.1341,弛緩・粗密・繁簡,132
3.1345,美醜,90
3.1346,難易・安危,173
3.1400,力,94
3.1500,作用・変化,73
3.1504,連続・反復,38
3.1510,動き,86
3.1511,動揺・回転,32
3.1513,固定・傾き・転倒など,34
3.1520,進行・過程・経由,19
3.1522,走り・飛び・流れなど,45
3.1532,入り・入れ,5
3.1535,包み・覆いなど,11
3.1541,乗り降り・浮き沈み,11
3.1551,統一・組み合わせ,10
3.1552,分割・分裂・分散,26
3.1553,開閉・封,11
3.1560,接近・接触・隔離,13
3.1571,切断,18
3.1584,限定・優劣,43
3.1600,時間,113
3.1611,時機,105
3.1612,毎日・毎度,83
3.1641,現在,22
3.1642,過去,49
3.1643,未来,41
3.1650,順序,35
3.1651,終始,8
3.1660,新旧・遅速,97
3.1670,時間的前後,76
3.1671,即時,63
3.1700,空間・場所,26
3.1730,方向,12
3.1800,形,122
3.1910,多少,171
3.1911,長短・高低・深浅・厚薄・遠近,79
3.1912,広狭・大小,135
3.1913,速度,92
3.1914,軽重,21
3.1915,寒暖,37
3.1920,程度,285
3.1921,限度,115
3.1931,過不足,19
3.1940,一般・全体・部分,118
3.3000,心,106
3.3001,感覚,44
3.3002,感動・興奮,45
3.3003,飢渇・酔い・疲労・睡眠など,42
3.3011,快・喜び,89
3.3012,恐れ・怒り・悔しさ,69
3.3013,安心・焦燥・満足,124
3.3014,苦悩・悲哀,82
3.3020,好悪・愛憎,171
3.3021,敬意・感謝・信頼など,24
3.3030,表情・態度,128
3.3040,信念・努力・忍耐,136
3.3041,自信・誇り・恥・反省,84
3.3042,欲望・期待・失望,74
3.3045,意志,171
3.3066,判断・推測・評価,44
3.3068,詳細・正確・不思議,221
3.3070,意味・問題・趣旨など,91
3.3075,説・論・主義,62
3.3090,見聞き,62
3.3100,言語活動,199
3.3142,評判,38
3.3300,文化・歴史・風俗,209
3.3310,人生・禍福,81
3.3320,労働・作業・休暇,18
3.3330,生活・起臥,25
3.3390,身振り・立ち居・動作（手足・口・鼻・目）,88
3.3410,身上,38
3.3420,人柄,321
3.3421,才能,232
3.3422,威厳・行儀・品行,113
3.3430,行為・活動,113
3.3500,交わり,64
3.3610,公式・公平,55
3.3680,待遇・礼など,170
3.3710,経済・収支,98
3.3790,貧富,54
3.5000,自然,10
3.5010,光,107
3.5020,色,55
3.5030,音,295
3.5040,におい,29
3.5050,味,51
3.5060,材質,169
3.5130,水・乾湿,57
3.5150,気象,51
3.5161,火,12
3.5170,熱,20
3.5230,地,35
3.5300,生物,13
3.5600,身体,89
3.5701,生,52
3.5710,生理・病気など,94
4.1110,累加,35
4.1120,展開,54
4.1130,反対,39
4.1140,選択,8
4.1150,換言,24
4.1160,補充,8
4.1170,転換,24
4.1180,理由,12
4.3000,感動,28
4.3010,間投,72
4.3020,掛け声,39
4.3100,判断,74
4.3110,判定,33
4.3120,予期,41
4.3130,希望,38
4.3140,仮定,21
4.3160,驚き,9
4.3200,呼び掛け・指図,48
4.3210,応答,76
4.3300,万歳・アーメンなど,21
4.3310,挨拶語,83
4.3320,手紙用語など,49
4.5000,動物の鳴き声,34
